DEPARTAMENTO;MUNICIPIO;CODIGO DANE;ARMAS MEDIOS;FECHA HECHO;GENERO;GRUPO ETARIO;CANTIDAD;DELITO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;24/03/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;12/04/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;12/04/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;18/04/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;09/06/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;10/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;13/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;17/06/2021;FEMENINO;MENORES;3;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;07/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;25/08/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;05/09/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;07/09/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;14/11/2021;MASCULINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;23/11/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;19/12/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;SIN EMPLEO DE ARMAS;23/12/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ARBOLETES;50510;SIN EMPLEO DE ARMAS;13/08/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ARBOLETES;50510;SIN EMPLEO DE ARMAS;10/09/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BARBOSA;50790;SIN EMPLEO DE ARMAS;24/02/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BARBOSA;50790;SIN EMPLEO DE ARMAS;08/08/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BARBOSA;50790;SIN EMPLEO DE ARMAS;08/08/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BARBOSA;50790;SIN EMPLEO DE ARMAS;08/08/2021;MASCULINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;09/02/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;28/02/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;18/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;18/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;29/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;25/11/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;03/12/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BELLO;50880;SIN EMPLEO DE ARMAS;10/12/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CALDAS;51290;SIN EMPLEO DE ARMAS;28/02/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CALDAS;51290;SIN EMPLEO DE ARMAS;06/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CALDAS;51290;SIN EMPLEO DE ARMAS;30/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CALDAS;51290;SIN EMPLEO DE ARMAS;14/10/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CAREPA;51470;SIN EMPLEO DE ARMAS;21/06/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CAREPA;51470;SIN EMPLEO DE ARMAS;30/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CAREPA;51470;SIN EMPLEO DE ARMAS;28/08/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CAREPA;51470;SIN EMPLEO DE ARMAS;23/11/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CAREPA;51470;SIN EMPLEO DE ARMAS;25/12/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CHIGORODO;51720;SIN EMPLEO DE ARMAS;09/03/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CHIGORODO;51720;SIN EMPLEO DE ARMAS;06/06/2021;FEMENINO;MENORES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CHIGORODO;51720;SIN EMPLEO DE ARMAS;05/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CHIGORODO;51720;SIN EMPLEO DE ARMAS;08/08/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CHIGORODO;51720;SIN EMPLEO DE ARMAS;03/10/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;COPACABANA;52120;SIN EMPLEO DE ARMAS;24/02/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;COPACABANA;52120;SIN EMPLEO DE ARMAS;08/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ENVIGADO;52660;SIN EMPLEO DE ARMAS;05/03/2021;MASCULINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ENVIGADO;52660;SIN EMPLEO DE ARMAS;15/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ENVIGADO;52660;SIN EMPLEO DE ARMAS;31/07/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;GIRARDOTA;53080;SIN EMPLEO DE ARMAS;03/06/2021;FEMENINO;MENORES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ITAGUI;53600;SIN EMPLEO DE ARMAS;25/01/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ITAGUI;53600;SIN EMPLEO DE ARMAS;19/05/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ITAGUI;53600;SIN EMPLEO DE ARMAS;21/05/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ITAGUI;53600;SIN EMPLEO DE ARMAS;07/08/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ITAGUI;53600;SIN EMPLEO DE ARMAS;17/12/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ITAGUI;53600;SIN EMPLEO DE ARMAS;19/12/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ITAGUI;53600;SIN EMPLEO DE ARMAS;25/12/2021;FEMENINO;ADOLESCENTES;3;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ITAGUI;53600;SIN EMPLEO DE ARMAS;25/12/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ITAGUI;53600;SIN EMPLEO DE ARMAS;28/12/2021;MASCULINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;LA ESTRELLA;53800;SIN EMPLEO DE ARMAS;30/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;LA ESTRELLA;53800;SIN EMPLEO DE ARMAS;02/11/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;LA ESTRELLA;53800;SIN EMPLEO DE ARMAS;25/11/2021;MASCULINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;LA PINTADA;53900;SIN EMPLEO DE ARMAS;10/10/2021;FEMENINO;ADULTOS;2;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;18/01/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;18/01/2021;MASCULINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;01/02/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;05/02/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;18/02/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;18/03/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;27/03/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;30/03/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;01/04/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;13/04/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;19/04/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;20/04/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;24/04/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;25/04/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;05/05/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;20/05/2021;MASCULINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;01/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;06/06/2021;FEMENINO;ADULTOS;2;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;09/06/2021;FEMENINO;MENORES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;11/06/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;15/06/2021;MASCULINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;17/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;18/06/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;21/06/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;25/06/2021;FEMENINO;ADULTOS;2;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;26/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;27/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;30/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;03/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;05/07/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;06/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;07/07/2021;FEMENINO;ADOLESCENTES;2;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;13/07/2021;FEMENINO;ADULTOS;2;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;15/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;17/07/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;18/07/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;18/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;20/07/2021;MASCULINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;21/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;23/07/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;27/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;29/07/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;31/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;01/08/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;03/08/2021;MASCULINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;05/08/2021;MASCULINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;09/08/2021;MASCULINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;16/08/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;30/08/2021;MASCULINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;22/09/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;05/12/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;06/12/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;12/12/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;15/12/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;16/12/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;19/12/2021;FEMENINO;ADULTOS;3;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;23/12/2021;FEMENINO;MENORES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;28/12/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;SIN EMPLEO DE ARMAS;31/12/2021;NO REPORTA;NO REPORTA;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;NECOCLI;54900;SIN EMPLEO DE ARMAS;16/09/2021;FEMENINO;ADULTOS;2;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;PUERTO BERRIO;55790;SIN EMPLEO DE ARMAS;10/11/2021;FEMENINO;ADULTOS;2;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;SABANETA;56310;SIN EMPLEO DE ARMAS;14/03/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;SAN JUAN DE URABA;56590;SIN EMPLEO DE ARMAS;30/04/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;SAN JUAN DE URABA;56590;SIN EMPLEO DE ARMAS;16/05/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;SAN PEDRO;56640;SIN EMPLEO DE ARMAS;27/07/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;SAN PEDRO DE URABA;56650;SIN EMPLEO DE ARMAS;21/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;TARSO;57920;SIN EMPLEO DE ARMAS;12/08/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;TURBO;58370;SIN EMPLEO DE ARMAS;17/04/2021;FEMENINO;ADULTOS;2;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;TURBO;58370;SIN EMPLEO DE ARMAS;26/04/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;TURBO;58370;SIN EMPLEO DE ARMAS;01/06/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;TURBO;58370;SIN EMPLEO DE ARMAS;08/06/2021;MASCULINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;TURBO;58370;SIN EMPLEO DE ARMAS;18/09/2021;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;TURBO;58370;SIN EMPLEO DE ARMAS;11/10/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;TURBO;58370;SIN EMPLEO DE ARMAS;21/11/2021;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;APARTADO;50450;ARMA BLANCA CORTOPUNZANTE;25/02/2022;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BELLO;50880;ARMA BLANCA CORTOPUNZANTE;07/02/2022;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BELLO;50880;ARMA BLANCA CORTOPUNZANTE;13/02/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BELLO;50880;ARMA BLANCA CORTOPUNZANTE;09/07/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;BELLO;50880;ARMA BLANCA CORTOPUNZANTE;01/08/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CALDAS;51290;ARMA BLANCA CORTOPUNZANTE;03/01/2022;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CALDAS;51290;ARMA BLANCA CORTOPUNZANTE;19/01/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CALDAS;51290;ARMA BLANCA CORTOPUNZANTE;08/10/2022;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CALDAS;51290;ARMA BLANCA CORTOPUNZANTE;14/10/2022;FEMENINO;ADOLESCENTES;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CAREPA;51470;ARMA BLANCA CORTOPUNZANTE;01/01/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CAREPA;51470;ARMA BLANCA CORTOPUNZANTE;07/03/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;CHIGORODO;51720;ARMA BLANCA CORTOPUNZANTE;21/09/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;COPACABANA;52120;ARMA BLANCA CORTOPUNZANTE;01/10/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ITAGUI;53600;ARMA BLANCA CORTOPUNZANTE;24/09/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;ITAGUI;53600;ARMA BLANCA CORTOPUNZANTE;03/10/2022;MASCULINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;ARMA BLANCA CORTOPUNZANTE;02/01/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;ARMA BLANCA CORTOPUNZANTE;20/01/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;ARMA BLANCA CORTOPUNZANTE;30/01/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;ARMA BLANCA CORTOPUNZANTE;01/02/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
ANTIOQUIA;MEDELLIN;50010;ARMA BLANCA CORTOPUNZANTE;09/02/2022;FEMENINO;ADULTOS;1;ARTICULO 205. ACCESO CARNAL VIOLENTO
